-50.35 -19.89 6.50
-44.63 -21.28 7.50
-48.16 -20.25 7.30
-46.95 -21.60 9.80
-45.04 -21.14 5.30
-46.32 -20.67 7.90
-49.18 -20.30 6.90
-45.67 -21.59 9.50
-48.18 -21.02 9.40
-45.49 -21.61 10.80
-48.55 -20.00 6.20
-51.65 -26.00 7.40
-52.00 -25.78 6.60
-53.48 -25.53 9.90
-51.74 -25.49 7.30
-51.08 -26.23 8.00
-53.74 -24.19 7.60
-54.56 -22.97 9.40
-54.58 -25.42 7.50
-53.53 -22.38 9.40
-53.17 -23.18 8.70
-48.54 -17.99 2.50
-48.67 -16.15 3.80
-47.98 -18.45 2.10
-49.10 -18.42 2.50
-47.70 -19.13 4.50
-50.16 -18.07 4.00
-47.68 -18.05 1.40
-50.50 -19.02 4.90
-50.52 -22.94 7.30
-51.33 -22.65 6.50
-49.73 -23.01 7.90
-49.23 -23.22 8.30
-50.71 -24.06 9.80
-52.87 -22.50 7.70
-47.33 -16.21 2.30
-44.76 -18.95 2.10
-44.86 -15.93 3.00
-45.07 -16.37 1.90
-45.27 -18.16 3.30
-43.83 -11.35 3.00
-48.55 -22.52 10.90
-46.91 -23.46 9.50
-48.99 -21.76 8.10
-50.20 -21.12 5.70
-48.30 -13.40 5.20
-51.20 -27.78 4.70
-51.33 -27.60 5.60
-53.04 -27.14 5.40
-52.38 -27.27 4.50
-51.78 -27.52 3.40
-52.73 -27.35 3.50
-52.54 -26.66 6.20
-55.05 -28.14 3.20
-51.87 -18.68 5.10
-50.76 -19.16 5.10
-50.64 -19.12 3.60
-51.35 -20.40 5.40
-51.63 -20.86 5.90
-53.18 -20.06 6.00
-52.87 -21.66 7.30
-52.91 -22.46 7.10
-50.80 -13.69 4.10
-49.26 -08.27 7.10
-48.37 -09.76 5.80
-47.39 -09.31 5.20
-47.48 -07.33 5.20
-49.65 -03.83 7.70
-51.67 -29.07 2.20
-51.39 -29.01 2.80
-53.28 -29.45 1.60
-52.54 -28.56 2.70
-53.19 -29.02 2.00
-48.87 -25.14 7.60
-49.52 -27.14 7.10
-69.12 -12.60 7.30
-59.46 -10.16 5.80
-65.35 -10.73 2.60
-58.96 -15.12 4.80
-64.65 -09.25 4.90
-64.43 -12.43 5.10
-60.70 -11.99 5.80
-63.45 -08.75 9.10
-63.97 -08.87 10.40
-52.00 -06.74 10.50
-51.77 -06.75 6.70
-51.91 -03.41 9.10
-55.77 -10.98 8.40
-57.04 -09.19 8.80
-42.57 -16.74 1.00
-39.59 -15.97 0.80
-59.47 -01.92 15.20
-54.30 -02.82 10.10
-52.52 -00.65 21.00
-51.20  00.86 18.30
-43.57 -06.75 2.40
-54.83 -17.09 3.90
-58.73 -15.24 4.50
-55.78 -14.87 4.30
-54.83 -17.61 4.30
-39.00 -12.58 1.20
-40.20 -17.90 0.70
-41.72 -20.92 3.70
-42.85 -20.21 5.90
-42.85 -19.64 1.90
-42.66 -19.12 1.10
-40.92 -19.50 0.90
-45.87 -23.37 9.30
-46.03 -23.20 10.90
-44.57 -22.53 10.00
-43.84 -22.48 10.30
-43.54 -21.91 7.20
-43.36 -21.94 5.60
-42.58 -21.84 6.30
-43.83 -22.69 8.00
-53.67 -25.51 8.90
-42.41 -21.45 4.20
-64.66 -09.26 7.00
-51.77 -03.13 8.50
