-50.35 -19.89 5.20
-44.63 -21.28 9.80
-48.16 -20.25 6.40
-46.95 -21.60 8.20
-45.04 -21.14 11.80
-46.32 -20.67 8.90
-49.18 -20.30 5.80
-45.67 -21.59 5.50
-48.18 -21.02 6.40
-45.49 -21.61 6.60
-48.55 -20.00 6.90
-51.65 -26.00 2.30
-52.00 -25.78 1.20
-53.48 -25.53 1.70
-51.74 -25.49 1.80
-51.08 -26.23 3.00
-53.74 -24.19 2.00
-54.56 -22.97 3.80
-54.58 -25.42 2.60
-53.53 -22.38 6.00
-53.17 -23.18 2.00
-48.54 -17.99 8.10
-48.67 -16.15 11.50
-47.98 -18.45 9.30
-49.10 -18.42 7.40
-47.70 -19.13 9.70
-50.16 -18.07 10.30
-47.68 -18.05 7.30
-50.50 -19.02 8.70
-50.52 -22.94 2.30
-51.33 -22.65 2.10
-49.73 -23.01 2.20
-49.23 -23.22 3.10
-50.71 -24.06 2.10
-52.87 -22.50 2.70
-47.33 -16.21 8.70
-44.76 -18.95 11.00
-44.86 -15.93 12.20
-45.07 -16.37 12.70
-45.27 -18.16 11.50
-43.83 -11.35 10.50
-48.55 -22.52 4.90
-46.91 -23.46 8.70
-48.99 -21.76 3.80
-50.20 -21.12 3.00
-48.30 -13.40 13.80
-51.20 -27.78 1.10
-51.33 -27.60 1.80
-53.04 -27.14 0.90
-52.38 -27.27 1.30
-51.78 -27.52 1.00
-52.73 -27.35 0.90
-52.54 -26.66 1.20
-55.05 -28.14 0.90
-51.87 -18.68 6.60
-50.76 -19.16 7.40
-50.64 -19.12 6.20
-51.35 -20.40 4.20
-51.63 -20.86 5.10
-53.18 -20.06 4.40
-52.87 -21.66 4.40
-52.91 -22.46 2.80
-50.80 -13.69 11.50
-49.26 -08.27 15.90
-48.37 -09.76 12.50
-47.39 -09.31 14.80
-47.48 -07.33 14.30
-49.65 -03.83 11.60
-51.67 -29.07 1.00
-51.39 -29.01 1.10
-53.28 -29.45 0.80
-52.54 -28.56 0.60
-53.19 -29.02 0.70
-48.87 -25.14 3.00
-49.52 -27.14 2.40
-69.12 -12.60 14.30
-59.46 -10.16 17.50
-65.35 -10.73 9.70
-58.96 -15.12 11.90
-64.65 -09.25 9.80
-64.43 -12.43 12.50
-60.70 -11.99 12.20
-63.45 -08.75 16.90
-63.97 -08.87 22.40
-52.00 -06.74 17.10
-51.77 -06.75 15.10
-51.91 -03.41 12.90
-55.77 -10.98 13.60
-57.04 -09.19 14.10
-42.57 -16.74 15.10
-39.59 -15.97 12.20
-59.47 -01.92 8.10
-54.30 -02.82 12.20
-52.52 -00.65 9.70
-51.20  00.86 9.20
-43.57 -06.75 10.70
-54.83 -17.09 7.50
-58.73 -15.24 11.10
-55.78 -14.87 11.60
-54.83 -17.61 8.60
-39.00 -12.58 2.70
-40.20 -17.90 11.60
-41.72 -20.92 15.20
-42.85 -20.21 15.50
-42.85 -19.64 16.70
-42.66 -19.12 17.40
-40.92 -19.50 13.90
-45.87 -23.37 6.10
-46.03 -23.20 7.90
-44.57 -22.53 6.40
-43.84 -22.48 13.40
-43.54 -21.91 11.00
-43.36 -21.94 13.90
-42.58 -21.84 13.30
-43.83 -22.69 11.40
-53.67 -25.51 1.70
-42.41 -21.45 14.00
-64.66 -09.26 13.70
-51.77 -03.13 13.60
