-50.35 -19.89 10.90
-44.63 -21.28 6.10
-48.16 -20.25 12.20
-46.95 -21.60 13.10
-45.04 -21.14 6.00
-46.32 -20.67 9.60
-49.18 -20.30 11.10
-45.67 -21.59 7.90
-48.18 -21.02 10.70
-45.49 -21.61 8.30
-48.55 -20.00 9.80
-51.65 -26.00 10.10
-52.00 -25.78 11.30
-53.48 -25.53 14.60
-51.74 -25.49 12.00
-51.08 -26.23 10.20
-53.74 -24.19 13.70
-54.56 -22.97 14.50
-54.58 -25.42 11.70
-53.53 -22.38 12.90
-53.17 -23.18 14.00
-48.54 -17.99 7.80
-48.67 -16.15 7.80
-47.98 -18.45 9.60
-49.10 -18.42 7.90
-47.70 -19.13 11.00
-50.16 -18.07 11.00
-47.68 -18.05 4.30
-50.50 -19.02 10.60
-50.52 -22.94 15.70
-51.33 -22.65 10.60
-49.73 -23.01 11.50
-49.23 -23.22 14.50
-50.71 -24.06 11.60
-52.87 -22.50 12.40
-47.33 -16.21 5.20
-44.76 -18.95 1.90
-44.86 -15.93 2.90
-45.07 -16.37 3.80
-45.27 -18.16 7.90
-43.83 -11.35 2.10
-48.55 -22.52 14.10
-46.91 -23.46 11.10
-48.99 -21.76 12.60
-50.20 -21.12 11.30
-48.30 -13.40 8.80
-51.20 -27.78 9.30
-51.33 -27.60 13.00
-53.04 -27.14 11.60
-52.38 -27.27 9.90
-51.78 -27.52 7.20
-52.73 -27.35 8.70
-52.54 -26.66 9.70
-55.05 -28.14 8.00
-51.87 -18.68 7.00
-50.76 -19.16 7.70
-50.64 -19.12 6.00
-51.35 -20.40 8.70
-51.63 -20.86 5.20
-53.18 -20.06 6.80
-52.87 -21.66 9.00
-52.91 -22.46 10.80
-50.80 -13.69 8.30
-49.26 -08.27 9.70
-48.37 -09.76 5.60
-47.39 -09.31 6.20
-47.48 -07.33 15.20
-49.65 -03.83 11.30
-51.67 -29.07 7.30
-51.39 -29.01 8.40
-53.28 -29.45 5.80
-52.54 -28.56 7.50
-53.19 -29.02 6.00
-48.87 -25.14 10.50
-49.52 -27.14 14.20
-69.12 -12.60 6.30
-59.46 -10.16 6.30
-65.35 -10.73 4.60
-58.96 -15.12 11.00
-64.65 -09.25 5.10
-64.43 -12.43 7.10
-60.70 -11.99 7.70
-63.45 -08.75 9.70
-63.97 -08.87 8.50
-52.00 -06.74 14.30
-51.77 -06.75 10.30
-51.91 -03.41 14.50
-55.77 -10.98 11.40
-57.04 -09.19 10.70
-42.57 -16.74 0.40
-39.59 -15.97 0.60
-59.47 -01.92 13.00
-54.30 -02.82 9.60
-52.52 -00.65 20.40
-51.20  00.86 14.60
-43.57 -06.75 7.80
-54.83 -17.09 5.00
-58.73 -15.24 10.20
-55.78 -14.87 6.90
-54.83 -17.61 6.90
-39.00 -12.58 1.00
-40.20 -17.90 0.30
-41.72 -20.92 1.10
-42.85 -20.21 5.30
-42.85 -19.64 1.40
-42.66 -19.12 0.60
-40.92 -19.50 0.30
-45.87 -23.37 5.90
-46.03 -23.20 11.70
-44.57 -22.53 9.70
-43.84 -22.48 6.70
-43.54 -21.91 4.30
-43.36 -21.94 3.60
-42.58 -21.84 2.70
-43.83 -22.69 3.90
-53.67 -25.51 14.20
-42.41 -21.45 1.60
-64.66 -09.26 6.10
-51.77 -03.13 13.40
