-50.35 -19.89 11.60
-44.63 -21.28 10.20
-48.16 -20.25 10.70
-46.95 -21.60 13.20
-45.04 -21.14 8.80
-46.32 -20.67 9.70
-49.18 -20.30 11.00
-45.67 -21.59 10.00
-48.18 -21.02 10.80
-45.49 -21.61 8.60
-48.55 -20.00 7.50
-51.65 -26.00 12.60
-52.00 -25.78 14.70
-53.48 -25.53 19.20
-51.74 -25.49 12.70
-51.08 -26.23 10.00
-53.74 -24.19 19.60
-54.56 -22.97 19.80
-54.58 -25.42 18.90
-53.53 -22.38 13.60
-53.17 -23.18 17.80
-48.54 -17.99 4.90
-48.67 -16.15 7.70
-47.98 -18.45 6.20
-49.10 -18.42 7.20
-47.70 -19.13 7.10
-50.16 -18.07 6.30
-47.68 -18.05 5.40
-50.50 -19.02 7.80
-50.52 -22.94 11.80
-51.33 -22.65 13.20
-49.73 -23.01 10.90
-49.23 -23.22 10.10
-50.71 -24.06 14.10
-52.87 -22.50 14.00
-47.33 -16.21 4.00
-44.76 -18.95 5.60
-44.86 -15.93 4.70
-45.07 -16.37 4.50
-45.27 -18.16 6.60
-43.83 -11.35 5.30
-48.55 -22.52 11.30
-46.91 -23.46 7.40
-48.99 -21.76 9.10
-50.20 -21.12 7.40
-48.30 -13.40 9.40
-51.20 -27.78 11.60
-51.33 -27.60 14.40
-53.04 -27.14 13.40
-52.38 -27.27 12.70
-51.78 -27.52 10.20
-52.73 -27.35 10.20
-52.54 -26.66 18.40
-55.05 -28.14 12.30
-51.87 -18.68 11.60
-50.76 -19.16 8.10
-50.64 -19.12 5.80
-51.35 -20.40 12.10
-51.63 -20.86 12.70
-53.18 -20.06 12.30
-52.87 -21.66 15.80
-52.91 -22.46 12.70
-50.80 -13.69 8.90
-49.26 -08.27 11.40
-48.37 -09.76 7.60
-47.39 -09.31 11.40
-47.48 -07.33 14.90
-49.65 -03.83 12.00
-51.67 -29.07 9.40
-51.39 -29.01 8.50
-53.28 -29.45 10.00
-52.54 -28.56 9.40
-53.19 -29.02 8.90
-48.87 -25.14 11.00
-49.52 -27.14 13.20
-69.12 -12.60 11.40
-59.46 -10.16 8.60
-65.35 -10.73 10.40
-58.96 -15.12 10.60
-64.65 -09.25 10.90
-64.43 -12.43 9.10
-60.70 -11.99 7.90
-63.45 -08.75 12.80
-63.97 -08.87 15.00
-52.00 -06.74 12.10
-51.77 -06.75 11.80
-51.91 -03.41 12.30
-55.77 -10.98 8.90
-57.04 -09.19 9.10
-42.57 -16.74 2.60
-39.59 -15.97 1.80
-59.47 -01.92 14.30
-54.30 -02.82 13.60
-52.52 -00.65 16.90
-51.20  00.86 15.00
-43.57 -06.75 10.70
-54.83 -17.09 7.70
-58.73 -15.24 9.10
-55.78 -14.87 7.70
-54.83 -17.61 8.30
-39.00 -12.58 1.60
-40.20 -17.90 1.60
-41.72 -20.92 3.10
-42.85 -20.21 6.30
-42.85 -19.64 4.90
-42.66 -19.12 3.80
-40.92 -19.50 2.20
-45.87 -23.37 6.00
-46.03 -23.20 8.10
-44.57 -22.53 7.10
-43.84 -22.48 7.80
-43.54 -21.91 7.50
-43.36 -21.94 9.20
-42.58 -21.84 8.30
-43.83 -22.69 5.10
-53.67 -25.51 18.80
-64.66 -09.26 11.30
-51.77 -03.13 12.20
