-50.35 -19.89 9.90
-44.63 -21.28 10.10
-48.16 -20.25 11.10
-46.95 -21.60 12.00
-45.04 -21.14 13.70
-46.32 -20.67 11.30
-49.18 -20.30 9.20
-45.67 -21.59 9.20
-48.18 -21.02 7.60
-45.49 -21.61 10.40
-48.55 -20.00 11.60
-51.65 -26.00 5.20
-52.00 -25.78 4.20
-53.48 -25.53 5.00
-51.74 -25.49 4.90
-51.08 -26.23 3.20
-53.74 -24.19 3.90
-54.56 -22.97 5.10
-54.58 -25.42 4.90
-53.53 -22.38 6.50
-53.17 -23.18 4.10
-48.54 -17.99 10.10
-48.67 -16.15 12.90
-47.98 -18.45 15.40
-49.10 -18.42 10.40
-47.70 -19.13 13.00
-50.16 -18.07 12.60
-47.68 -18.05 9.30
-50.50 -19.02 13.20
-50.52 -22.94 4.10
-51.33 -22.65 4.20
-49.73 -23.01 4.00
-49.23 -23.22 3.70
-50.71 -24.06 5.20
-52.87 -22.50 4.90
-47.33 -16.21 11.10
-44.76 -18.95 12.90
-44.86 -15.93 14.90
-45.07 -16.37 14.60
-45.27 -18.16 14.10
-43.83 -11.35 11.90
-48.55 -22.52 5.40
-46.91 -23.46 4.60
-48.99 -21.76 4.30
-50.20 -21.12 5.90
-48.30 -13.40 15.70
-51.20 -27.78 2.40
-51.33 -27.60 2.70
-53.04 -27.14 3.40
-52.38 -27.27 3.30
-51.78 -27.52 1.90
-52.73 -27.35 2.60
-52.54 -26.66 5.20
-55.05 -28.14 2.80
-51.87 -18.68 14.80
-50.76 -19.16 12.60
-50.64 -19.12 9.40
-51.35 -20.40 11.00
-51.63 -20.86 9.90
-53.18 -20.06 9.20
-52.87 -21.66 8.40
-52.91 -22.46 5.70
-50.80 -13.69 15.50
-49.26 -08.27 18.80
-48.37 -09.76 15.90
-47.39 -09.31 15.00
-47.48 -07.33 16.10
-49.65 -03.83 14.10
-51.67 -29.07 1.80
-51.39 -29.01 1.80
-53.28 -29.45 2.20
-52.54 -28.56 2.50
-53.19 -29.02 2.00
-48.87 -25.14 4.30
-49.52 -27.14 2.60
-69.12 -12.60 10.50
-59.46 -10.16 5.70
-65.35 -10.73 4.80
-58.96 -15.12 5.00
-64.65 -09.25 5.80
-64.43 -12.43 5.40
-60.70 -11.99 5.90
-63.45 -08.75 8.20
-63.97 -08.87 9.30
-52.00 -06.74 17.70
-51.77 -06.75 12.30
-51.91 -03.41 11.40
-55.77 -10.98 9.40
-57.04 -09.19 11.50
-42.57 -16.74 11.40
-39.59 -15.97 10.40
-59.47 -01.92 3.70
-54.30 -02.82 16.00
-52.52 -00.65 10.60
-51.20  00.86 11.10
-43.57 -06.75 12.20
-54.83 -17.09 9.50
-58.73 -15.24 7.20
-55.78 -14.87 7.30
-54.83 -17.61 12.70
-39.00 -12.58 2.90
-40.20 -17.90 7.80
-41.72 -20.92 13.30
-42.85 -20.21 14.40
-42.85 -19.64 17.70
-42.66 -19.12 18.60
-40.92 -19.50 12.80
-45.87 -23.37 4.80
-46.03 -23.20 7.70
-44.57 -22.53 6.40
-43.84 -22.48 10.20
-43.54 -21.91 8.10
-43.36 -21.94 12.60
-42.58 -21.84 11.00
-43.83 -22.69 7.20
-53.67 -25.51 4.80
-64.66 -09.26 9.90
-51.77 -03.13 11.90
