-50.35 -19.89 10.20
-44.63 -21.28 10.40
-48.16 -20.25 12.20
-46.95 -21.60 13.50
-45.04 -21.14 11.40
-46.32 -20.67 13.30
-49.18 -20.30 10.40
-45.67 -21.59 10.50
-48.18 -21.02 11.70
-45.49 -21.61 11.00
-48.55 -20.00 11.60
-51.65 -26.00 11.80
-52.00 -25.78 11.00
-53.48 -25.53 15.50
-51.74 -25.49 11.00
-51.08 -26.23 12.10
-53.74 -24.19 16.30
-54.56 -22.97 18.00
-54.58 -25.42 19.10
-53.53 -22.38 13.50
-53.17 -23.18 17.90
-48.54 -17.99 6.80
-48.67 -16.15 8.10
-47.98 -18.45 10.20
-49.10 -18.42 7.30
-47.70 -19.13 10.80
-50.16 -18.07 6.60
-47.68 -18.05 5.90
-50.50 -19.02 9.00
-50.52 -22.94 9.70
-51.33 -22.65 13.80
-49.73 -23.01 11.60
-49.23 -23.22 12.00
-50.71 -24.06 12.90
-52.87 -22.50 13.50
-47.33 -16.21 6.50
-44.76 -18.95 8.80
-44.86 -15.93 8.10
-45.07 -16.37 7.00
-45.27 -18.16 10.80
-43.83 -11.35 9.90
-48.55 -22.52 13.60
-46.91 -23.46 10.50
-48.99 -21.76 8.70
-50.20 -21.12 8.70
-48.30 -13.40 8.50
-51.20 -27.78 10.30
-51.33 -27.60 15.60
-53.04 -27.14 10.80
-52.38 -27.27 10.50
-51.78 -27.52 8.50
-52.73 -27.35 7.40
-52.54 -26.66 12.00
-55.05 -28.14 4.60
-51.87 -18.68 12.20
-50.76 -19.16 11.50
-50.64 -19.12 6.30
-51.35 -20.40 11.50
-51.63 -20.86 12.90
-53.18 -20.06 12.30
-52.87 -21.66 15.20
-52.91 -22.46 11.50
-50.80 -13.69 8.00
-49.26 -08.27 8.80
-48.37 -09.76 9.20
-47.39 -09.31 9.50
-47.48 -07.33 11.30
-49.65 -03.83 10.20
-51.67 -29.07 5.00
-51.39 -29.01 6.90
-53.28 -29.45 2.80
-52.54 -28.56 6.50
-53.19 -29.02 3.80
-48.87 -25.14 20.90
-49.52 -27.14 15.00
-69.12 -12.60 12.60
-59.46 -10.16 9.30
-65.35 -10.73 11.50
-58.96 -15.12 16.00
-64.65 -09.25 11.00
-64.43 -12.43 11.00
-60.70 -11.99 10.20
-63.45 -08.75 16.70
-63.97 -08.87 16.90
-52.00 -06.74 11.20
-51.77 -06.75 10.90
-51.91 -03.41 10.80
-55.77 -10.98 11.30
-57.04 -09.19 9.80
-42.57 -16.74 4.30
-39.59 -15.97 2.90
-59.47 -01.92 12.40
-54.30 -02.82 12.70
-52.52 -00.65 15.20
-51.20  00.86 14.90
-43.57 -06.75 8.10
-54.83 -17.09 7.50
-58.73 -15.24 16.30
-55.78 -14.87 8.60
-54.83 -17.61 9.20
-39.00 -12.58 2.70
-40.20 -17.90 2.30
-41.72 -20.92 4.20
-42.85 -20.21 9.90
-42.85 -19.64 8.60
-42.66 -19.12 6.40
-40.92 -19.50 3.40
-45.87 -23.37 7.20
-46.03 -23.20 10.10
-44.57 -22.53 8.40
-43.84 -22.48 8.80
-43.54 -21.91 8.60
-43.36 -21.94 11.00
-42.58 -21.84 9.40
-43.83 -22.69 6.30
-53.67 -25.51 14.40
-64.66 -09.26 12.40
-51.77 -03.13 10.80
